language,cls_name,choice_method,r,n_pos,n_neg,n_landmarks,accuracy,precision,recall,f1
latin,cosine_050,random,1.0,500,500,7584,0.5,0.7142857142857143,0.38461538461538464,0.5
latin,cosine_050,random,1.0,500,500,7132,0.475,0.6666666666666666,0.38461538461538464,0.4878048780487804
latin,cosine_050,random,1.0,500,500,6562,0.5,0.6875,0.4230769230769231,0.5238095238095238
latin,cosine_050,random,1.0,500,500,5984,0.475,0.6470588235294118,0.4230769230769231,0.5116279069767442
latin,cosine_050,random,1.0,500,500,5473,0.475,0.6470588235294118,0.4230769230769231,0.5116279069767442
latin,cosine_050,random,1.0,500,500,5145,0.5,0.6875,0.4230769230769231,0.5238095238095238
latin,cosine_050,random,1.0,500,500,4843,0.525,0.7058823529411765,0.46153846153846156,0.558139534883721
latin,cosine_050,random,1.0,500,500,4611,0.525,0.7058823529411765,0.46153846153846156,0.558139534883721
latin,cosine_050,random,1.0,500,500,4436,0.55,0.7222222222222222,0.5,0.5909090909090908
latin,cosine_050,far,1.0,500,500,7689,0.5,0.7142857142857143,0.38461538461538464,0.5
latin,cosine_050,far,1.0,500,500,7581,0.5,0.7142857142857143,0.38461538461538464,0.5
latin,cosine_050,far,1.0,500,500,6894,0.5,0.7142857142857143,0.38461538461538464,0.5
latin,cosine_050,far,1.0,500,500,6105,0.5,0.7142857142857143,0.38461538461538464,0.5
latin,cosine_050,far,1.0,500,500,5540,0.5,0.7142857142857143,0.38461538461538464,0.5
latin,cosine_050,far,1.0,500,500,5086,0.5,0.7142857142857143,0.38461538461538464,0.5
latin,cosine_050,far,1.0,500,500,4765,0.5,0.7142857142857143,0.38461538461538464,0.5
latin,cosine_050,far,1.0,500,500,4470,0.5,0.7142857142857143,0.38461538461538464,0.5
latin,cosine_050,far,1.0,500,500,4267,0.5,0.7142857142857143,0.38461538461538464,0.5
latin,cosine_050,far,1.0,500,500,4116,0.5,0.7142857142857143,0.38461538461538464,0.5
latin,cosine_050,close,1.0,500,500,4770,0.475,0.6923076923076923,0.34615384615384615,0.46153846153846156
latin,cosine_050,close,1.0,500,500,4591,0.475,0.6923076923076923,0.34615384615384615,0.46153846153846156
latin,cosine_050,close,1.0,500,500,4447,0.5,0.7142857142857143,0.38461538461538464,0.5
latin,cosine_050,close,1.0,500,500,4343,0.5,0.7142857142857143,0.38461538461538464,0.5
latin,cosine_050,close,1.0,500,500,4286,0.5,0.7142857142857143,0.38461538461538464,0.5
latin,cosine_050,close,1.0,500,500,4245,0.5,0.7142857142857143,0.38461538461538464,0.5
latin,cosine_050,close,1.0,500,500,4200,0.5,0.7142857142857143,0.38461538461538464,0.5
latin,cosine_050,close,1.0,500,500,4155,0.5,0.7142857142857143,0.38461538461538464,0.5
latin,cosine_050,close,1.0,500,500,4146,0.5,0.7142857142857143,0.38461538461538464,0.5
latin,cosine_050,close,1.0,500,500,4136,0.5,0.7142857142857143,0.38461538461538464,0.5
latin,cosine_075,far,1.0,500,500,7689,0.4,0.75,0.11538461538461539,0.19999999999999998
latin,cosine_075,far,1.0,500,500,7689,0.4,0.75,0.11538461538461539,0.19999999999999998
latin,cosine_075,far,1.0,500,500,7604,0.375,0.6666666666666666,0.07692307692307693,0.13793103448275862
latin,cosine_075,far,1.0,500,500,7248,0.375,0.6666666666666666,0.07692307692307693,0.13793103448275862
latin,cosine_075,far,1.0,500,500,6696,0.4,0.75,0.11538461538461539,0.19999999999999998
latin,cosine_075,far,1.0,500,500,6101,0.4,0.75,0.11538461538461539,0.19999999999999998
latin,cosine_075,far,1.0,500,500,5595,0.425,0.8,0.15384615384615385,0.25806451612903225
latin,cosine_075,far,1.0,500,500,5117,0.425,0.8,0.15384615384615385,0.25806451612903225
latin,cosine_075,far,1.0,500,500,4711,0.4,0.75,0.11538461538461539,0.19999999999999998
latin,cosine_075,far,1.0,500,500,4417,0.425,0.8,0.15384615384615385,0.25806451612903225
latin,cosine_075,close,1.0,500,500,7689,0.4,0.75,0.11538461538461539,0.19999999999999998
latin,cosine_075,close,1.0,500,500,7689,0.4,0.75,0.11538461538461539,0.19999999999999998
latin,cosine_075,close,1.0,500,500,7634,0.4,0.75,0.11538461538461539,0.19999999999999998
latin,cosine_075,close,1.0,500,500,7285,0.4,0.75,0.11538461538461539,0.19999999999999998
latin,cosine_075,close,1.0,500,500,6667,0.375,0.6666666666666666,0.07692307692307693,0.13793103448275862
latin,cosine_075,close,1.0,500,500,6010,0.4,0.75,0.11538461538461539,0.19999999999999998
latin,cosine_075,close,1.0,500,500,5529,0.4,0.75,0.11538461538461539,0.19999999999999998
latin,cosine_075,close,1.0,500,500,5103,0.425,0.8,0.15384615384615385,0.25806451612903225
latin,cosine_075,close,1.0,500,500,4772,0.425,0.8,0.15384615384615385,0.25806451612903225
latin,cosine_075,close,1.0,500,500,4512,0.425,0.8,0.15384615384615385,0.25806451612903225
latin,cosine_090,random,1.0,500,500,173,0.45,0.8333333333333334,0.19230769230769232,0.3125
latin,cosine_090,random,1.0,500,500,870,0.325,0.0,0.0,0.0
latin,cosine_090,random,1.0,500,500,1515,0.35,0.5,0.038461538461538464,0.07142857142857144
latin,cosine_090,random,1.0,500,500,1975,0.325,0.0,0.0,0.0
latin,cosine_090,random,1.0,500,500,2364,0.325,0.0,0.0,0.0
latin,cosine_090,far,1.0,500,500,7689,0.35,0.0,0.0,0.0
latin,cosine_090,far,1.0,500,500,7689,0.35,0.0,0.0,0.0
latin,cosine_090,far,1.0,500,500,7689,0.35,0.0,0.0,0.0
latin,cosine_090,far,1.0,500,500,7680,0.35,0.0,0.0,0.0
latin,cosine_090,far,1.0,500,500,7462,0.35,0.0,0.0,0.0
latin,cosine_090,far,1.0,500,500,6769,0.35,0.0,0.0,0.0
latin,cosine_090,far,1.0,500,500,5971,0.35,0.0,0.0,0.0
latin,cosine_090,far,1.0,500,500,5276,0.35,0.0,0.0,0.0
latin,cosine_090,far,1.0,500,500,4819,0.35,0.0,0.0,0.0
latin,cosine_090,far,1.0,500,500,4504,0.35,0.0,0.0,0.0
latin,cosine_090,close,1.0,500,500,7689,0.35,0.0,0.0,0.0
latin,cosine_090,close,1.0,500,500,7689,0.35,0.0,0.0,0.0
latin,cosine_090,close,1.0,500,500,7689,0.35,0.0,0.0,0.0
latin,cosine_090,close,1.0,500,500,7522,0.35,0.0,0.0,0.0
latin,cosine_090,close,1.0,500,500,6819,0.35,0.0,0.0,0.0
latin,cosine_090,close,1.0,500,500,6034,0.35,0.0,0.0,0.0
latin,cosine_090,close,1.0,500,500,5357,0.35,0.0,0.0,0.0
latin,cosine_090,close,1.0,500,500,4853,0.35,0.0,0.0,0.0
latin,cosine_090,close,1.0,500,500,4397,0.325,0.0,0.0,0.0
latin,cosine_090,close,1.0,500,500,4125,0.325,0.0,0.0,0.0
swedish,cosine_001,random,1.0,500,500,20630,0.25806451612903225,0.25806451612903225,1.0,0.41025641025641024
swedish,cosine_001,random,1.0,500,500,20393,0.25806451612903225,0.25806451612903225,1.0,0.41025641025641024
swedish,cosine_001,random,1.0,500,500,19917,0.25806451612903225,0.25806451612903225,1.0,0.41025641025641024
swedish,cosine_001,random,1.0,500,500,19135,0.25806451612903225,0.25806451612903225,1.0,0.41025641025641024
swedish,cosine_001,random,1.0,500,500,18229,0.25806451612903225,0.25806451612903225,1.0,0.41025641025641024
swedish,cosine_001,random,1.0,500,500,17327,0.25806451612903225,0.25806451612903225,1.0,0.41025641025641024
swedish,cosine_001,random,1.0,500,500,16392,0.25806451612903225,0.25806451612903225,1.0,0.41025641025641024
swedish,cosine_001,random,1.0,500,500,15503,0.25806451612903225,0.25806451612903225,1.0,0.41025641025641024
swedish,cosine_001,random,1.0,500,500,14734,0.25806451612903225,0.25806451612903225,1.0,0.41025641025641024
swedish,cosine_001,random,1.0,500,500,14038,0.25806451612903225,0.25806451612903225,1.0,0.41025641025641024
swedish,cosine_001,far,1.0,500,500,20748,0.25806451612903225,0.25806451612903225,1.0,0.41025641025641024
swedish,cosine_001,far,1.0,500,500,20748,0.25806451612903225,0.25806451612903225,1.0,0.41025641025641024
swedish,cosine_001,far,1.0,500,500,20748,0.25806451612903225,0.25806451612903225,1.0,0.41025641025641024
swedish,cosine_001,far,1.0,500,500,20748,0.25806451612903225,0.25806451612903225,1.0,0.41025641025641024
swedish,cosine_001,far,1.0,500,500,20747,0.25806451612903225,0.25806451612903225,1.0,0.41025641025641024
swedish,cosine_001,far,1.0,500,500,20705,0.25806451612903225,0.25806451612903225,1.0,0.41025641025641024
swedish,cosine_001,far,1.0,500,500,20313,0.25806451612903225,0.25806451612903225,1.0,0.41025641025641024
swedish,cosine_001,far,1.0,500,500,19456,0.25806451612903225,0.25806451612903225,1.0,0.41025641025641024
swedish,cosine_001,far,1.0,500,500,18222,0.25806451612903225,0.25806451612903225,1.0,0.41025641025641024
swedish,cosine_001,far,1.0,500,500,16901,0.25806451612903225,0.25806451612903225,1.0,0.41025641025641024
swedish,cosine_001,close,1.0,500,500,20446,0.25806451612903225,0.25806451612903225,1.0,0.41025641025641024
swedish,cosine_001,close,1.0,500,500,19663,0.25806451612903225,0.25806451612903225,1.0,0.41025641025641024
swedish,cosine_001,close,1.0,500,500,18381,0.25806451612903225,0.25806451612903225,1.0,0.41025641025641024
swedish,cosine_001,close,1.0,500,500,16818,0.25806451612903225,0.25806451612903225,1.0,0.41025641025641024
swedish,cosine_001,close,1.0,500,500,15343,0.25806451612903225,0.25806451612903225,1.0,0.41025641025641024
swedish,cosine_001,close,1.0,500,500,13894,0.25806451612903225,0.25806451612903225,1.0,0.41025641025641024
swedish,cosine_001,close,1.0,500,500,12597,0.25806451612903225,0.25806451612903225,1.0,0.41025641025641024
swedish,cosine_001,close,1.0,500,500,11513,0.25806451612903225,0.25806451612903225,1.0,0.41025641025641024
swedish,cosine_001,close,1.0,500,500,10628,0.25806451612903225,0.25806451612903225,1.0,0.41025641025641024
swedish,cosine_001,close,1.0,500,500,9865,0.25806451612903225,0.25806451612903225,1.0,0.41025641025641024
swedish,cosine_025,random,1.0,500,500,20748,0.25806451612903225,0.25806451612903225,1.0,0.41025641025641024
swedish,cosine_025,random,1.0,500,500,20748,0.25806451612903225,0.25806451612903225,1.0,0.41025641025641024
swedish,cosine_025,random,1.0,500,500,20730,0.25806451612903225,0.25806451612903225,1.0,0.41025641025641024
swedish,cosine_025,random,1.0,500,500,20569,0.25806451612903225,0.25806451612903225,1.0,0.41025641025641024
swedish,cosine_025,random,1.0,500,500,19995,0.25806451612903225,0.25806451612903225,1.0,0.41025641025641024
swedish,cosine_025,random,1.0,500,500,18854,0.25806451612903225,0.25806451612903225,1.0,0.41025641025641024
swedish,cosine_025,random,1.0,500,500,17657,0.25806451612903225,0.25806451612903225,1.0,0.41025641025641024
swedish,cosine_025,random,1.0,500,500,16407,0.25806451612903225,0.25806451612903225,1.0,0.41025641025641024
swedish,cosine_025,random,1.0,500,500,15376,0.25806451612903225,0.25806451612903225,1.0,0.41025641025641024
swedish,cosine_025,random,1.0,500,500,14444,0.25806451612903225,0.25806451612903225,1.0,0.41025641025641024
swedish,cosine_025,close,1.0,500,500,11315,0.25806451612903225,0.25806451612903225,1.0,0.41025641025641024
swedish,cosine_025,close,1.0,500,500,10215,0.25806451612903225,0.25806451612903225,1.0,0.41025641025641024
swedish,cosine_025,close,1.0,500,500,9205,0.25806451612903225,0.25806451612903225,1.0,0.41025641025641024
swedish,cosine_025,close,1.0,500,500,8533,0.25806451612903225,0.25806451612903225,1.0,0.41025641025641024
swedish,cosine_025,close,1.0,500,500,7876,0.25806451612903225,0.25806451612903225,1.0,0.41025641025641024
swedish,cosine_025,close,1.0,500,500,7565,0.25806451612903225,0.25806451612903225,1.0,0.41025641025641024
swedish,cosine_025,close,1.0,500,500,7286,0.25806451612903225,0.25806451612903225,1.0,0.41025641025641024
swedish,cosine_025,close,1.0,500,500,7160,0.25806451612903225,0.25806451612903225,1.0,0.41025641025641024
swedish,cosine_025,close,1.0,500,500,7148,0.25806451612903225,0.25806451612903225,1.0,0.41025641025641024
swedish,cosine_025,close,1.0,500,500,7157,0.25806451612903225,0.25806451612903225,1.0,0.41025641025641024
swedish,cosine_050,random,1.0,500,500,457,0.2903225806451613,0.26666666666666666,1.0,0.4210526315789474
swedish,cosine_050,random,1.0,500,500,914,0.3870967741935484,0.2962962962962963,1.0,0.45714285714285713
swedish,cosine_050,random,1.0,500,500,1430,0.45161290322580644,0.32,1.0,0.48484848484848486
swedish,cosine_050,random,1.0,500,500,1954,0.4838709677419355,0.3333333333333333,1.0,0.5
swedish,cosine_050,random,1.0,500,500,2654,0.4838709677419355,0.3333333333333333,1.0,0.5
swedish,cosine_050,random,1.0,500,500,3309,0.4838709677419355,0.3333333333333333,1.0,0.5
swedish,cosine_050,random,1.0,500,500,3987,0.5806451612903226,0.38095238095238093,1.0,0.5517241379310345
swedish,cosine_050,random,1.0,500,500,4728,0.5806451612903226,0.38095238095238093,1.0,0.5517241379310345
swedish,cosine_050,random,1.0,500,500,5222,0.6129032258064516,0.4,1.0,0.5714285714285715
swedish,cosine_050,random,1.0,500,500,5832,0.5806451612903226,0.38095238095238093,1.0,0.5517241379310345
swedish,cosine_050,far,1.0,500,500,20748,0.6451612903225806,0.4117647058823529,0.875,0.56
swedish,cosine_050,far,1.0,500,500,20748,0.6451612903225806,0.4117647058823529,0.875,0.56
swedish,cosine_050,far,1.0,500,500,20748,0.6451612903225806,0.4117647058823529,0.875,0.56
swedish,cosine_050,far,1.0,500,500,20735,0.6774193548387096,0.4375,0.875,0.5833333333333334
swedish,cosine_050,far,1.0,500,500,20653,0.6774193548387096,0.4375,0.875,0.5833333333333334
swedish,cosine_050,far,1.0,500,500,20245,0.6129032258064516,0.3888888888888889,0.875,0.5384615384615385
swedish,cosine_050,far,1.0,500,500,19367,0.6774193548387096,0.4375,0.875,0.5833333333333334
swedish,cosine_050,far,1.0,500,500,18065,0.6774193548387096,0.4375,0.875,0.5833333333333334
swedish,cosine_050,far,1.0,500,500,16455,0.6451612903225806,0.4117647058823529,0.875,0.56
swedish,cosine_050,far,1.0,500,500,14817,0.6451612903225806,0.4117647058823529,0.875,0.56
swedish,cosine_075,random,1.0,500,500,15982,0.7419354838709677,0.5,0.125,0.2
swedish,cosine_075,random,1.0,500,500,14885,0.7419354838709677,0.5,0.125,0.2
swedish,cosine_075,random,1.0,500,500,13938,0.7419354838709677,0.5,0.125,0.2
swedish,cosine_075,random,1.0,500,500,13127,0.7419354838709677,0.5,0.125,0.2
swedish,cosine_075,random,1.0,500,500,12313,0.7741935483870968,0.6666666666666666,0.25,0.36363636363636365
swedish,cosine_075,random,1.0,500,500,11659,0.7419354838709677,0.5,0.125,0.2
swedish,cosine_075,random,1.0,500,500,11111,0.7419354838709677,0.5,0.125,0.2
swedish,cosine_075,random,1.0,500,500,10607,0.7419354838709677,0.5,0.125,0.2
swedish,cosine_075,random,1.0,500,500,10196,0.7419354838709677,0.5,0.125,0.2
swedish,cosine_075,random,1.0,500,500,9874,0.7741935483870968,0.6666666666666666,0.25,0.36363636363636365
swedish,cosine_075,far,1.0,500,500,20690,0.7419354838709677,0.5,0.125,0.2
swedish,cosine_075,far,1.0,500,500,20379,0.7419354838709677,0.5,0.125,0.2
swedish,cosine_075,far,1.0,500,500,19712,0.7419354838709677,0.5,0.125,0.2
swedish,cosine_075,far,1.0,500,500,18641,0.7419354838709677,0.5,0.125,0.2
swedish,cosine_075,far,1.0,500,500,17357,0.7741935483870968,0.6666666666666666,0.25,0.36363636363636365
swedish,cosine_075,far,1.0,500,500,15997,0.7741935483870968,0.6666666666666666,0.25,0.36363636363636365
swedish,cosine_075,far,1.0,500,500,14612,0.7741935483870968,0.6666666666666666,0.25,0.36363636363636365
swedish,cosine_075,far,1.0,500,500,13375,0.7741935483870968,0.6666666666666666,0.25,0.36363636363636365
swedish,cosine_075,far,1.0,500,500,12319,0.7741935483870968,0.6666666666666666,0.25,0.36363636363636365
swedish,cosine_075,far,1.0,500,500,11356,0.7741935483870968,0.6666666666666666,0.25,0.36363636363636365
swedish,cosine_090,far,1.0,500,500,11541,0.7741935483870968,1.0,0.125,0.2222222222222222
swedish,cosine_090,far,1.0,500,500,10228,0.7741935483870968,1.0,0.125,0.2222222222222222
swedish,cosine_090,far,1.0,500,500,9054,0.7741935483870968,1.0,0.125,0.2222222222222222
swedish,cosine_090,far,1.0,500,500,8181,0.7741935483870968,1.0,0.125,0.2222222222222222
swedish,cosine_090,far,1.0,500,500,7619,0.7741935483870968,1.0,0.125,0.2222222222222222
swedish,cosine_090,far,1.0,500,500,7099,0.7741935483870968,1.0,0.125,0.2222222222222222
swedish,cosine_090,far,1.0,500,500,6756,0.7741935483870968,1.0,0.125,0.2222222222222222
swedish,cosine_090,far,1.0,500,500,6585,0.7741935483870968,1.0,0.125,0.2222222222222222
swedish,cosine_090,far,1.0,500,500,6551,0.7741935483870968,1.0,0.125,0.2222222222222222
swedish,cosine_090,far,1.0,500,500,6602,0.7741935483870968,1.0,0.125,0.2222222222222222
swedish,cosine_090,close,1.0,500,500,20748,0.7741935483870968,1.0,0.125,0.2222222222222222
swedish,cosine_090,close,1.0,500,500,20748,0.7741935483870968,1.0,0.125,0.2222222222222222
swedish,cosine_090,close,1.0,500,500,20748,0.7741935483870968,1.0,0.125,0.2222222222222222
swedish,cosine_090,close,1.0,500,500,20748,0.7741935483870968,1.0,0.125,0.2222222222222222
swedish,cosine_090,close,1.0,500,500,20743,0.7741935483870968,1.0,0.125,0.2222222222222222
swedish,cosine_090,close,1.0,500,500,20670,0.7741935483870968,1.0,0.125,0.2222222222222222
swedish,cosine_090,close,1.0,500,500,20296,0.7741935483870968,1.0,0.125,0.2222222222222222
swedish,cosine_090,close,1.0,500,500,19486,0.7741935483870968,1.0,0.125,0.2222222222222222
swedish,cosine_090,close,1.0,500,500,18287,0.7741935483870968,1.0,0.125,0.2222222222222222
swedish,cosine_090,close,1.0,500,500,16950,0.7741935483870968,1.0,0.125,0.2222222222222222
